                  epoch,         train/box_loss,         train/seg_loss,         train/obj_loss,         train/cls_loss,   metrics/precision(B),      metrics/recall(B),     metrics/mAP_0.5(B),metrics/mAP_0.5:0.95(B),   metrics/precision(M),      metrics/recall(M),     metrics/mAP_0.5(M),metrics/mAP_0.5:0.95(M),           val/box_loss,           val/seg_loss,           val/obj_loss,           val/cls_loss,                  x/lr0,                  x/lr1,                  x/lr2
                     99,               0.036649,               0.012854,               0.010053,              0.0010935,                 0.6089,                    0.8,                0.73612,                0.37089,                0.55875,                0.73333,                0.59045,                0.23951,               0.039399,              0.0095798,              0.0062122,              0.0011276,               0.005149,               0.005149,               0.005149
                    100,               0.042374,               0.012648,              0.0098814,              0.0012294,                0.59758,                0.81333,                0.70058,                0.42659,                0.58254,                0.78667,                0.68928,                0.32045,               0.036487,              0.0090913,              0.0064311,              0.0010977,              0.0050995,              0.0050995,              0.0050995
                    101,               0.038478,               0.011949,              0.0099212,              0.0011533,                0.57561,                 0.7234,                 0.6306,                0.33846,                0.50882,                0.67683,                0.58282,                0.22689,               0.040218,               0.009921,              0.0066185,              0.0011032,                0.00505,                0.00505,                0.00505
                    102,               0.041599,               0.016477,               0.011026,              0.0011973,                0.61289,                   0.68,                0.60743,                 0.3698,                0.59833,                   0.64,                 0.5836,                0.25223,                 0.0381,               0.012068,              0.0071106,              0.0011761,              0.0050005,              0.0050005,              0.0050005
                    103,               0.035907,               0.017397,               0.012275,              0.0011476,                0.54388,                0.71549,                 0.5802,                0.29595,                 0.5268,                 0.6383,                0.53137,                0.18643,               0.045147,               0.011187,              0.0067582,              0.0011323,               0.004951,               0.004951,               0.004951
                    104,               0.041036,               0.017024,               0.010314,              0.0010171,                0.57284,                   0.72,                0.58244,                0.36437,                0.50829,                   0.64,                0.49985,                0.22271,               0.039593,               0.014063,              0.0073051,              0.0020968,              0.0049015,              0.0049015,              0.0049015
                    105,               0.034388,                0.01317,                0.01007,              0.0010696,                0.54732,                0.72546,                0.55217,                0.27446,                0.47239,                   0.64,                0.47119,                0.18769,               0.048233,               0.013261,              0.0070715,              0.0021874,               0.004852,               0.004852,               0.004852
                    106,               0.039694,               0.013826,               0.009197,              0.0011232,                0.55788,                   0.72,                 0.6001,                0.35763,                0.51656,                0.66667,                0.56129,                0.24883,               0.040049,                0.01174,              0.0070534,              0.0014722,              0.0048025,              0.0048025,              0.0048025
                    107,               0.037359,               0.013077,              0.0084487,               0.001216,                0.63215,                0.73333,                0.62882,                 0.3608,                0.56174,                0.62667,                0.54906,                 0.2355,               0.041685,               0.010434,              0.0066729,               0.001161,               0.004753,               0.004753,               0.004753
                    108,               0.039015,               0.013507,               0.010342,              0.0012194,                0.65814,                0.77009,                0.67351,                0.40637,                 0.6005,                0.70148,                0.64011,                0.29857,                0.03448,              0.0093452,              0.0063653,              0.0010273,              0.0047035,              0.0047035,              0.0047035
                    109,               0.037555,               0.014487,               0.010465,              0.0010035,                0.65509,                   0.84,                 0.7144,                0.39348,                0.60581,                 0.7582,                0.65572,                 0.2981,               0.032931,              0.0086957,              0.0060167,              0.0010063,               0.004654,               0.004654,               0.004654
                    110,               0.038552,               0.013408,              0.0093812,              0.0011169,                0.67473,                0.85744,                0.72092,                0.43323,                0.64252,                0.81333,                0.69965,                0.35224,               0.032577,              0.0087837,              0.0059943,             0.00099139,              0.0046045,              0.0046045,              0.0046045
                    111,               0.036354,               0.013552,               0.011344,              0.0010402,                0.67651,                0.89333,                 0.7203,                0.42241,                 0.6305,                0.81909,                0.66423,                0.31544,               0.032986,              0.0085364,               0.005928,              0.0010201,               0.004555,               0.004555,               0.004555
                    112,               0.035826,               0.012558,               0.011002,              0.0011558,                0.67504,                0.85864,                0.71693,                0.42176,                0.66431,                0.84439,                0.70952,                0.33052,                0.03294,              0.0094357,              0.0060067,             0.00099483,              0.0045055,              0.0045055,              0.0045055
                    113,               0.034028,               0.010809,              0.0094668,              0.0010549,                0.62735,                0.86667,                 0.7011,                0.44399,                 0.6111,                0.77333,                0.67886,                0.30202,               0.031607,              0.0091546,              0.0059752,             0.00097241,               0.004456,               0.004456,               0.004456
                    114,               0.034287,               0.012553,              0.0080964,              0.0010483,                0.67257,                0.82168,                0.70637,                0.42468,                0.62918,                0.74667,                0.64847,                0.29469,               0.030844,              0.0095889,              0.0061641,             0.00095167,              0.0044065,              0.0044065,              0.0044065
                    115,               0.035704,               0.014286,               0.010222,             0.00099716,                0.64156,                0.86667,                0.71264,                0.43055,                0.62923,                0.74667,                   0.67,                0.30713,               0.032552,              0.0090152,              0.0058475,             0.00095053,               0.004357,               0.004357,               0.004357
                    116,               0.040321,               0.017911,              0.0093943,             0.00095395,                0.65843,                0.89333,                0.74047,                0.47475,                 0.6483,                 0.7865,                0.69789,                0.31217,               0.029156,              0.0096011,              0.0058365,             0.00093832,              0.0043075,              0.0043075,              0.0043075
                    117,               0.032064,               0.010342,              0.0083686,              0.0010865,                0.64923,                0.83908,                0.72408,                0.44893,                0.61322,                   0.76,                0.66927,                  0.299,               0.032156,              0.0086807,              0.0058389,              0.0009654,               0.004258,               0.004258,               0.004258
                    118,               0.037183,               0.013453,               0.010755,              0.0011016,                0.64971,                0.81614,                0.73859,                0.45419,                0.66521,                0.79483,                0.71337,                0.32504,               0.030435,              0.0091889,              0.0059967,             0.00095305,              0.0042085,              0.0042085,              0.0042085
                    119,               0.033052,               0.014913,              0.0099318,              0.0012883,                0.64961,                   0.88,                0.72929,                0.48927,                0.62137,                   0.84,                0.69602,                0.33651,               0.030227,               0.009002,              0.0059485,             0.00096598,               0.004159,               0.004159,               0.004159
                    120,               0.033682,               0.012835,              0.0098132,              0.0009771,                0.64746,                0.85708,                0.73799,                0.45363,                0.62921,                0.79193,                0.70711,                0.35583,               0.031446,              0.0085207,              0.0056472,             0.00094986,              0.0041095,              0.0041095,              0.0041095
                    121,               0.034818,               0.014386,               0.010515,              0.0010413,                0.64463,                   0.92,                0.73632,                0.46296,                0.61235,                0.81333,                0.70511,                0.33235,               0.030892,              0.0087364,              0.0056581,             0.00095968,                0.00406,                0.00406,                0.00406
                    122,               0.032933,               0.013182,               0.010681,             0.00097957,                0.63819,                0.87022,                0.73668,                0.44568,                0.64427,                0.82667,                0.72828,                0.35204,                 0.0305,              0.0084936,              0.0056262,              0.0009335,              0.0040105,              0.0040105,              0.0040105
                    123,               0.035475,               0.010593,              0.0093989,             0.00099905,                0.66035,                0.90732,                0.74883,                 0.4946,                0.61278,                0.81333,                0.72369,                0.35631,               0.029362,              0.0082341,              0.0056591,             0.00094771,               0.003961,               0.003961,               0.003961
                    124,               0.033802,               0.016018,              0.0098842,              0.0010234,                 0.6327,                   0.88,                0.72182,                 0.4534,                0.62311,                0.86667,                0.73498,                0.33838,               0.030458,              0.0088811,              0.0057106,             0.00092206,              0.0039115,              0.0039115,              0.0039115
                    125,               0.034185,               0.012383,               0.008607,             0.00095693,                0.64648,                   0.84,                0.74805,                0.45044,                0.63308,                0.73333,                0.69497,                0.33227,               0.031093,              0.0087613,              0.0056648,             0.00091629,               0.003862,               0.003862,               0.003862
                    126,               0.033583,               0.011117,              0.0092975,             0.00098337,                0.66716,                0.85523,                 0.7497,                0.43624,                0.67064,                0.89594,                0.77087,                0.35591,               0.029955,              0.0088279,              0.0056276,             0.00089202,              0.0038125,              0.0038125,              0.0038125
                    127,               0.031784,                0.01333,              0.0094947,              0.0009041,                0.68588,                0.86667,                0.77005,                 0.4735,                0.64573,                   0.84,                0.73727,                0.35033,               0.030257,              0.0087778,                0.00565,             0.00089293,               0.003763,               0.003763,               0.003763
                    128,               0.033538,                0.01191,              0.0081355,             0.00085939,                0.67776,                0.90667,                0.77478,                0.47663,                0.65043,                0.84354,                0.76526,                0.37758,               0.028981,              0.0089102,              0.0057063,              0.0008913,              0.0037135,              0.0037135,              0.0037135
                    129,               0.029078,               0.014291,              0.0089378,             0.00099754,                0.68551,                   0.84,                0.74326,                0.50897,                0.61655,                0.81469,                0.72963,                0.33608,               0.027013,              0.0088784,              0.0058832,             0.00090218,               0.003664,               0.003664,               0.003664
                    130,               0.028257,               0.013106,              0.0088533,             0.00095151,                0.65917,                 0.8252,                0.75139,                0.48561,                0.63787,                0.79854,                0.73909,                0.35504,               0.030876,              0.0089317,              0.0057373,             0.00086794,              0.0036145,              0.0036145,              0.0036145
                    131,               0.032911,               0.012788,              0.0095586,             0.00084628,                0.64994,                0.85333,                0.74784,                0.48586,                0.60849,                    0.8,                0.67806,                0.32181,               0.029115,              0.0089867,              0.0058165,             0.00087337,               0.003565,               0.003565,               0.003565
                    132,               0.028968,               0.010715,              0.0092023,             0.00083882,                0.65381,                0.85333,                0.75085,                0.49126,                0.60697,                0.78667,                0.67716,                0.33736,               0.029576,              0.0091667,              0.0059276,              0.0008595,              0.0035155,              0.0035155,              0.0035155
                    133,               0.031298,               0.012446,              0.0095046,             0.00088759,                0.66308,                0.81333,                0.73768,                0.49092,                 0.6092,                0.74826,                 0.6678,                0.33779,               0.029556,              0.0092155,               0.005909,             0.00085292,               0.003466,               0.003466,               0.003466
                    134,               0.027168,               0.011174,              0.0084284,             0.00085717,                0.67153,                0.84508,                0.74988,                0.45333,                0.66216,                 0.8363,                 0.7244,                0.36578,               0.031079,              0.0090404,              0.0057459,             0.00082216,              0.0034165,              0.0034165,              0.0034165
                    135,               0.033386,               0.013126,               0.010247,             0.00077522,                0.67157,                0.86667,                0.75513,                0.50597,                0.69075,                   0.76,                0.74636,                0.34867,               0.027048,              0.0084861,              0.0056005,             0.00081587,               0.003367,               0.003367,               0.003367
                    136,                0.02936,               0.012353,               0.010723,             0.00086844,                0.64309,                0.86491,                 0.7703,                0.52329,                 0.7048,                0.76404,                0.76831,                0.38656,               0.028241,              0.0078373,              0.0055232,             0.00077953,              0.0033175,              0.0033175,              0.0033175
                    137,               0.029381,               0.013107,              0.0094898,             0.00081046,                0.62062,                0.89333,                0.76109,                0.49744,                 0.7006,                   0.76,                0.75186,                0.34153,               0.027156,              0.0086582,              0.0057535,             0.00078044,               0.003268,               0.003268,               0.003268
                    138,               0.026842,               0.012911,              0.0084835,             0.00077735,                0.62001,                0.89196,                0.74101,                0.46162,                0.66984,                0.75746,                0.72332,                 0.3459,               0.029977,              0.0087254,              0.0058055,             0.00077181,              0.0032185,              0.0032185,              0.0032185
                    139,               0.029995,               0.012088,              0.0093453,             0.00084552,                0.62405,                   0.88,                0.72368,                0.46899,                0.60391,                   0.84,                 0.6754,                0.30129,               0.029118,              0.0098084,               0.006114,             0.00077968,               0.003169,               0.003169,               0.003169
                    140,               0.029368,               0.011917,              0.0088471,              0.0008544,                0.60707,                    0.8,                0.66897,                0.41433,                0.57789,                   0.76,                0.62735,                0.29631,               0.034556,               0.010856,              0.0065603,             0.00076542,              0.0031195,              0.0031195,              0.0031195
                    141,                0.02632,               0.012751,              0.0092494,             0.00078217,                0.62747,                0.76359,                0.65656,                0.38816,                0.59302,                0.73333,                0.61903,                0.27687,               0.034113,               0.011687,              0.0067501,             0.00076804,                0.00307,                0.00307,                0.00307
                    142,               0.031267,                0.01336,              0.0094632,             0.00077471,                0.66638,                 0.8256,                0.69337,                 0.4489,                0.63272,                0.78099,                0.65117,                0.30047,               0.033369,               0.010958,              0.0063167,             0.00072875,              0.0030205,              0.0030205,              0.0030205
                    143,               0.025874,               0.011818,               0.009525,             0.00076847,                0.65252,                0.80123,                 0.6981,                0.43987,                0.62302,                0.74667,                0.64592,                0.27638,               0.031327,               0.011189,                0.00631,             0.00073328,               0.002971,               0.002971,               0.002971
                    144,                0.03085,               0.012813,              0.0098536,             0.00077927,                0.66194,                0.86159,                0.72921,                0.47913,                0.64936,                   0.76,                0.68493,                0.30814,                0.02981,               0.011201,              0.0060191,              0.0007215,              0.0029215,              0.0029215,              0.0029215
                    145,               0.027446,                0.01268,              0.0096961,             0.00074413,                0.66299,                0.86667,                0.73751,                0.46757,                0.62253,                0.79166,                0.68276,                0.31009,               0.029037,               0.010254,              0.0058622,             0.00072379,               0.002872,               0.002872,               0.002872
                    146,               0.028959,               0.010338,              0.0083002,             0.00076126,                0.68149,                0.85586,                0.74929,                  0.513,                0.63744,                0.79705,                0.69122,                0.33714,               0.027413,              0.0094607,              0.0057683,             0.00071177,              0.0028225,              0.0028225,              0.0028225
                    147,               0.026054,               0.011602,              0.0089393,             0.00074992,                0.69072,                0.89335,                0.77249,                0.52854,                 0.6501,                0.84229,                0.75062,                0.38367,               0.024823,              0.0082761,              0.0054879,             0.00070691,               0.002773,               0.002773,               0.002773
                    148,               0.028556,               0.013549,                0.00942,             0.00070901,                0.67164,                0.87276,                0.74534,                0.49073,                 0.6306,                0.81942,                0.71633,                0.36177,               0.028025,               0.010229,              0.0058274,             0.00068326,              0.0027235,              0.0027235,              0.0027235
                    149,               0.027081,               0.011651,              0.0092207,              0.0007156,                 0.6485,                 0.8364,                0.69576,                0.46156,                0.58805,                0.73333,                0.63935,                0.30524,               0.030737,               0.011108,              0.0065451,              0.0007031,               0.002674,               0.002674,               0.002674
                    150,               0.027723,               0.011912,              0.0096802,             0.00072899,                0.63446,                    0.8,                0.70118,                0.44405,                0.59839,                0.74667,                 0.6556,                0.33901,               0.031156,               0.010951,              0.0065169,             0.00068774,              0.0026245,              0.0026245,              0.0026245
                    151,               0.025011,               0.012524,              0.0090896,             0.00071835,                0.66281,                0.86667,                0.74789,                0.52183,                0.66112,                0.81333,                0.72713,                 0.3839,                0.02589,              0.0092825,              0.0058217,             0.00066047,               0.002575,               0.002575,               0.002575
                    152,               0.025414,               0.012565,              0.0094279,               0.000671,                0.69485,                0.88049,                 0.7978,                0.53644,                0.64251,                0.81477,                0.76715,                0.44197,               0.025898,              0.0079363,              0.0053396,             0.00064964,              0.0025255,              0.0025255,              0.0025255
                    153,               0.027526,                0.01148,              0.0082265,             0.00066053,                0.68324,                0.86667,                0.78928,                0.54772,                 0.6517,                0.82667,                0.76278,                0.40706,               0.024702,              0.0078584,              0.0053506,             0.00064831,               0.002476,               0.002476,               0.002476
                    154,               0.027117,               0.010334,              0.0081831,             0.00063133,                0.67298,                0.85333,                0.78015,                0.53016,                0.66039,                   0.84,                 0.7877,                0.43027,               0.025521,              0.0083385,              0.0053778,             0.00063457,              0.0024265,              0.0024265,              0.0024265
                    155,               0.025401,               0.011543,               0.009568,              0.0006299,                0.67032,                   0.88,                0.77785,                0.57316,                0.64471,                0.85333,                0.76376,                0.40995,               0.024283,              0.0084653,              0.0053968,             0.00063701,               0.002377,               0.002377,               0.002377
                    156,               0.025506,              0.0089216,              0.0064701,             0.00067911,                0.63614,                0.78667,                 0.7246,                0.49011,                0.61458,                0.76541,                0.69035,                0.34517,               0.028054,               0.010115,              0.0063992,             0.00062137,              0.0023275,              0.0023275,              0.0023275
                    157,               0.023047,               0.011195,              0.0074769,             0.00066059,                0.66919,                0.75524,                0.72164,                 0.4948,                0.61323,                0.74667,                0.68669,                0.35718,               0.027067,               0.010638,              0.0063429,             0.00060544,               0.002278,               0.002278,               0.002278
                    158,               0.024445,               0.012501,              0.0082485,             0.00059592,                0.67715,                0.74667,                0.75677,                0.48987,                0.59536,                    0.8,                0.71017,                0.37919,               0.026862,              0.0097841,              0.0059156,             0.00058856,              0.0022285,              0.0022285,              0.0022285
                    159,               0.022995,               0.010437,              0.0086469,             0.00059898,                0.61946,                0.86819,                0.77846,                 0.5364,                0.66243,                    0.8,                0.77107,                0.39478,               0.024081,              0.0082969,              0.0056505,             0.00059581,               0.002179,               0.002179,               0.002179
                    160,               0.024359,               0.011595,              0.0078105,              0.0006333,                0.66787,                0.91162,                0.80267,                0.55286,                0.61548,                0.86667,                0.76093,                0.41058,               0.024457,              0.0077691,              0.0053492,             0.00059371,              0.0021295,              0.0021295,              0.0021295
                    161,               0.028073,               0.011984,              0.0088129,             0.00058849,                0.68356,                0.93333,                 0.8137,                 0.5625,                0.62277,                0.85333,                0.77212,                0.42285,               0.022736,              0.0077703,              0.0053334,              0.0005897,                0.00208,                0.00208,                0.00208
                    162,                0.02201,               0.010267,               0.010176,             0.00060644,                0.68933,                0.94667,                0.81605,                0.56555,                0.63132,                   0.88,                0.76787,                0.42323,               0.022661,              0.0074766,              0.0052986,             0.00058773,              0.0020305,              0.0020305,              0.0020305
                    163,               0.024148,               0.012918,              0.0088059,             0.00064775,                0.68818,                0.94169,                0.81224,                0.57728,                0.64939,                0.88908,                0.78323,                0.44405,               0.022057,              0.0074023,              0.0053473,             0.00057707,               0.001981,               0.001981,               0.001981
                    164,               0.024103,               0.010566,              0.0090673,             0.00061153,                0.69068,                0.94667,                0.81892,                 0.5985,                0.65313,                0.90667,                0.80667,                0.45259,               0.020988,              0.0070681,              0.0052896,             0.00057127,              0.0019315,              0.0019315,              0.0019315
                    165,               0.026449,               0.012172,               0.010766,             0.00067787,                0.68797,                0.94077,                0.82603,                0.60178,                0.67025,                0.86667,                0.79925,                0.44982,               0.021266,               0.006894,               0.005218,             0.00055788,               0.001882,               0.001882,               0.001882
                    166,               0.023719,               0.010968,              0.0072336,             0.00055175,                  0.716,                0.94667,                0.82654,                0.60805,                0.68305,                0.89333,                0.81453,                0.46664,                0.02099,              0.0069757,              0.0051765,             0.00055754,              0.0018325,              0.0018325,              0.0018325
                    167,               0.023293,               0.011927,               0.010097,             0.00057565,                0.68529,                   0.92,                0.81482,                0.61059,                0.66731,                0.88257,                0.79972,                0.46074,                0.02143,              0.0072816,               0.005208,             0.00055628,               0.001783,               0.001783,               0.001783
                    168,               0.023614,               0.010465,              0.0077238,             0.00056918,                0.67885,                0.93011,                0.81763,                 0.5978,                 0.6751,                0.86667,                0.78965,                 0.4458,               0.021691,              0.0074164,              0.0052361,              0.0005538,              0.0017335,              0.0017335,              0.0017335
                    169,               0.022722,               0.014952,              0.0085887,             0.00056507,                0.68326,                0.92041,                0.81189,                0.60404,                0.67719,                0.86708,                0.78554,                0.44146,               0.021017,              0.0073776,              0.0052447,             0.00055261,               0.001684,               0.001684,               0.001684
                    170,               0.022112,               0.011856,              0.0096124,             0.00057326,                0.68441,                0.89333,                0.80643,                0.59426,                0.68255,                0.86008,                0.77933,                 0.4369,               0.021725,              0.0075779,              0.0053272,             0.00054717,              0.0016345,              0.0016345,              0.0016345
                    171,               0.024693,              0.0094213,              0.0085174,              0.0005905,                0.67934,                0.89333,                0.80495,                0.56998,                0.66037,                0.86667,                0.77937,                0.41834,               0.022546,              0.0077662,              0.0054026,              0.0005434,               0.001585,               0.001585,               0.001585
                    172,               0.024186,               0.010909,              0.0087111,             0.00059762,                0.69067,                   0.88,                0.79968,                0.57726,                0.68047,                0.86667,                0.76981,                0.39225,               0.021578,              0.0081746,              0.0055618,             0.00053954,              0.0015355,              0.0015355,              0.0015355
                    173,               0.021829,              0.0095684,               0.008895,             0.00053945,                 0.6791,                   0.88,                0.79962,                0.58445,                0.67184,                0.86667,                0.77024,                0.41144,               0.022126,              0.0081803,              0.0055323,             0.00053406,               0.001486,               0.001486,               0.001486
                    174,               0.022426,               0.010196,              0.0083375,              0.0005397,                0.67921,                0.89333,                0.79926,                0.58876,                0.66159,                0.86667,                0.76454,                0.39354,               0.021171,              0.0078952,              0.0054336,             0.00053225,              0.0014365,              0.0014365,              0.0014365
                    175,               0.023947,               0.012821,              0.0091461,             0.00053163,                 0.6697,                0.90667,                0.80788,                0.60023,                0.65986,                0.87946,                0.77567,                0.43297,               0.021043,              0.0075627,              0.0053382,             0.00052438,               0.001387,               0.001387,               0.001387
                    176,               0.021576,               0.010776,              0.0095484,             0.00054619,                0.67453,                0.89333,                 0.8107,                 0.6163,                0.66446,                   0.88,                0.79756,                0.42585,               0.019406,              0.0073377,              0.0052962,             0.00052004,              0.0013375,              0.0013375,              0.0013375
                    177,               0.021704,               0.012289,              0.0093332,             0.00050109,                0.68347,                0.86373,                0.81851,                0.62349,                0.67966,                0.81333,                  0.795,                0.44052,               0.019264,              0.0073027,              0.0052791,             0.00051363,               0.001288,               0.001288,               0.001288
                    178,               0.020265,              0.0096357,               0.007992,             0.00053706,                0.66203,                   0.92,                0.81808,                0.62512,                 0.6798,                0.82094,                0.79476,                0.43925,               0.018628,              0.0069828,              0.0052228,             0.00050695,              0.0012385,              0.0012385,              0.0012385
                    179,               0.020933,              0.0072231,              0.0075023,             0.00050966,                0.68506,                 0.8701,                0.81623,                0.61899,                0.66421,                  0.844,                0.79167,                0.44796,               0.018382,              0.0068459,              0.0052042,              0.0004992,               0.001189,               0.001189,               0.001189
                    180,               0.022704,               0.013059,              0.0080297,             0.00048431,                0.67357,                   0.92,                0.82069,                0.62704,                0.67182,                0.86667,                0.79871,                0.44024,               0.018664,              0.0068252,              0.0051861,             0.00049422,              0.0011395,              0.0011395,              0.0011395
                    181,               0.021447,               0.011356,              0.0095109,             0.00048984,                0.67737,                0.89333,                0.82187,                0.64111,                0.65453,                0.85333,                0.78013,                0.42674,               0.017834,              0.0069029,              0.0051947,              0.0004895,                0.00109,                0.00109,                0.00109
                    182,               0.020264,               0.013299,              0.0079857,             0.00055143,                0.69396,                0.90701,                0.82463,                0.65154,                0.65308,                0.85341,                0.78468,                0.44753,               0.017697,              0.0067637,              0.0051589,             0.00048194,              0.0010405,              0.0010405,              0.0010405
                    183,               0.019495,               0.010414,              0.0084722,             0.00047042,                0.71073,                0.90667,                0.83015,                0.64597,                0.65847,                   0.84,                0.78502,                 0.4281,                0.01765,              0.0067342,              0.0051589,             0.00047526,               0.000991,               0.000991,               0.000991
                    184,                0.02031,              0.0084144,              0.0075036,             0.00048543,                0.71192,                0.90667,                0.83677,                0.63781,                0.66993,                0.85333,                0.78659,                0.45557,               0.017533,              0.0067142,              0.0051575,             0.00046875,              0.0009415,              0.0009415,              0.0009415
                    185,               0.020754,               0.012679,              0.0086188,             0.00053121,                0.68648,                0.89333,                0.83051,                0.64436,                0.64373,                0.89333,                0.79699,                0.44991,                0.01717,              0.0066702,               0.005167,             0.00046501,               0.000892,               0.000892,               0.000892
                    186,               0.021491,               0.012829,              0.0091515,              0.0004692,                0.68933,                0.93333,                0.82422,                0.63246,                0.64978,                   0.88,                0.78566,                0.45788,               0.018151,                0.00666,              0.0051513,             0.00045834,              0.0008425,              0.0008425,              0.0008425
                    187,               0.019234,              0.0078304,              0.0068713,             0.00046032,                0.69278,                0.93333,                0.82736,                0.63194,                0.65304,                   0.88,                0.78663,                0.45874,               0.017134,              0.0066205,              0.0051513,             0.00045235,               0.000793,               0.000793,               0.000793
                    188,               0.018995,              0.0087786,              0.0076316,              0.0004763,                0.68611,                0.94667,                0.82994,                 0.6296,                0.63772,                   0.88,                0.77511,                0.46589,               0.018332,              0.0065987,              0.0051389,             0.00044599,              0.0007435,              0.0007435,              0.0007435
                    189,               0.021736,               0.011362,              0.0089177,             0.00047097,                0.69009,                0.93333,                0.82932,                0.63542,                0.65049,                   0.88,                0.78912,                0.46656,               0.017429,              0.0065905,              0.0051289,             0.00044007,               0.000694,               0.000694,               0.000694
                    190,               0.018892,               0.010327,              0.0083302,             0.00042628,                0.69128,                0.93333,                0.83952,                0.64546,                0.65021,                   0.88,                0.79029,                0.46283,               0.017873,              0.0065294,              0.0051231,             0.00043285,              0.0006445,              0.0006445,              0.0006445
                    191,               0.017998,              0.0097767,              0.0084027,             0.00044593,                0.69869,                0.92758,                0.83218,                0.63808,                0.64873,                0.86186,                0.77048,                0.46073,                0.01711,              0.0064983,              0.0051188,              0.0004288,               0.000595,               0.000595,               0.000595
                    192,               0.020755,               0.011109,               0.009123,             0.00044385,                0.71306,                0.92777,                  0.842,                0.65854,                0.67218,                0.87489,                0.79269,                0.46217,               0.016502,              0.0065324,              0.0050993,             0.00042539,              0.0005455,              0.0005455,              0.0005455
                    193,               0.020189,                0.01176,              0.0091165,             0.00044976,                0.71277,                   0.92,                0.84297,                0.65349,                0.68145,                   0.88,                0.80902,                0.46221,               0.016501,              0.0065546,              0.0050874,             0.00042236,               0.000496,               0.000496,               0.000496
                    194,               0.018299,               0.011507,              0.0084285,             0.00042886,                0.70664,                   0.92,                0.83662,                 0.6431,                0.67526,                   0.88,                0.80858,                0.47502,               0.016698,               0.006555,              0.0050778,             0.00041859,              0.0004465,              0.0004465,              0.0004465
                    195,               0.020343,               0.010089,              0.0079962,             0.00042823,                0.70636,                   0.92,                0.83497,                0.65738,                0.67525,                   0.88,                0.80751,                0.46977,               0.016402,              0.0065429,              0.0050716,             0.00041313,               0.000397,               0.000397,               0.000397
                    196,               0.018655,                 0.0107,              0.0092984,             0.00042146,                0.70448,                   0.92,                0.83589,                0.66555,                0.67664,                0.89333,                0.80822,                0.45922,               0.016302,              0.0064978,              0.0050631,              0.0004091,              0.0003475,              0.0003475,              0.0003475
                    197,               0.021392,               0.011733,              0.0092088,             0.00043566,                0.71285,                0.92682,                0.83328,                0.66867,                0.67187,                0.87368,                0.78707,                0.45596,               0.016328,              0.0065001,              0.0050631,             0.00040708,               0.000298,               0.000298,               0.000298
                    198,               0.019111,               0.011031,               0.009628,             0.00043591,                0.71325,                0.92863,                0.83373,                0.66824,                0.67228,                0.87529,                0.78885,                  0.471,               0.016371,              0.0064781,               0.005064,             0.00040357,              0.0002485,              0.0002485,              0.0002485
                    199,               0.017838,               0.010262,              0.0079721,             0.00037946,                0.70662,                   0.92,                0.83721,                0.66506,                0.66869,                0.86667,                0.79002,                0.47018,               0.016332,              0.0064716,              0.0050669,             0.00040097,               0.000199,               0.000199,               0.000199
                    200,                0.70662,                   0.92,                0.83437,                0.66796,                0.67384,                0.85333,                0.78924,                0.46626,               0.016381,              0.0064774,               0.005064,             0.00040359
